Date,SP500 P,SP500 D,SP500 E,CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,,TR CAPE,,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns,10y Annualized Stock Real Return,10y Annualized Bonds Real Return,Real 10y Excess Annualized Returns,,,,
1911.1,8.72,0.47,0.61,9.23,1911.79,4.00,269.89,14.55," 	2,060.87 ",18.98, 	144.95 ,13.07,,16.38,,5.34%,1.00,7.12,-2.79%,-2.35%,-0.44%,,,,
1911.11,9.07,0.47,0.60,9.13,1911.87,4.01,283.64,14.70," 	2,175.26 ",18.82, 	144.31 ,13.73,,17.23,,4.75%,1.00,7.22,-2.70%,-2.34%,-0.36%,,,,
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,287.89,14.85," 	2,217.35 ",18.64, 	143.60 ,13.93,,17.49,,4.41%,1.00,7.32,-2.44%,-2.33%,-0.11%,,,,
1912.01,9.12,0.47,0.60,9.13,1912.04,4.01,285.20,14.72," 	2,206.11 ",18.74, 	144.94 ,13.79,,17.34,,4.70%,1.00,7.27,-2.12%,-1.94%,-0.18%,,,,
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,279.79,14.60," 	2,173.63 ",18.83, 	146.26 ,13.53,,17.02,,4.91%,1.00,7.19,-1.71%,-1.81%,0.10%,,,,
1912.03,9.30,0.47,0.62,9.42,1912.21,4.08,282.02,14.33," 	2,200.24 ",18.73, 	146.09 ,13.64,,17.17,,5.03%,1.00,7.05,-1.30%,-1.46%,0.16%,,,,
1912.04,9.59,0.47,0.63,9.70,1912.29,4.12,282.26,13.93," 	2,211.18 ",18.45, 	144.50 ,13.65,,17.20,,5.16%,1.00,6.85,-0.72%,-1.14%,0.42%,,,,
1912.05,9.58,0.47,0.64,9.70,1912.37,4.16,281.97,13.96," 	2,217.99 ",18.71, 	147.20 ,13.65,,17.20,,5.01%,1.00,6.85,-0.32%,-1.11%,0.79%,,,,
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,284.76,14.12," 	2,249.21 ",19.17, 	151.43 ,13.79,,17.38,,4.68%,1.00,6.92,-0.51%,-1.19%,0.68%,,,,
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,285.06,14.14," 	2,260.87 ",19.45, 	154.23 ,13.80,,17.41,,4.64%,1.00,6.92,-0.50%,-1.22%,0.72%,,,,
1912.08,9.81,0.48,0.66,9.70,1912.62,4.27,288.74,14.03," 	2,299.33 ",19.52, 	155.47 ,13.98,,17.65,,4.72%,1.00,6.86,-0.13%,-0.98%,0.84%,,,,
1912.09,9.86,0.48,0.67,9.80,1912.71,4.30,287.39,13.92," 	2,297.84 ",19.60, 	156.72 ,13.93,,17.58,,4.70%,1.00,6.80,0.18%,-0.85%,1.03%,,,,
1912.1,9.84,0.48,0.68,9.80,1912.79,4.34,286.81,13.94," 	2,302.47 ",19.87, 	159.51 ,13.91,,17.56,,3.99%,1.00,6.80,0.36%,-0.89%,1.25%,,,,
1912.11,9.73,0.48,0.69,9.80,1912.87,4.38,283.60,13.97," 	2,286.07 ",20.13, 	162.30 ,13.75,,17.37,,4.37%,1.00,6.81,-0.09%,-0.92%,0.83%,,,,
1912.12,9.38,0.48,0.70,9.70,1912.96,4.41,276.08,14.13," 	2,234.94 ",20.60, 	166.79 ,13.39,,16.92,,4.31%,1.00,6.88,0.10%,-1.05%,1.15%,,,,
1913.01,9.30,0.48,0.69,9.80,1913.04,4.45,271.07,13.99," 	2,203.80 ",20.23, 	164.50 ,13.15,,16.62,,4.40%,1.01,6.82,0.49%,-0.87%,1.36%,,,,
1913.02,8.97,0.48,0.69,9.80,1913.12,4.43,261.45,13.99," 	2,135.08 ",20.06, 	163.83 ,12.68,,16.04,,4.71%,1.01,6.85,1.27%,-0.87%,2.15%,,,,
1913.03,8.80,0.48,0.68,9.80,1913.21,4.40,256.49,13.99," 	2,104.14 ",19.89, 	163.19 ,12.44,,15.75,,5.22%,1.01,6.89,1.63%,-0.87%,2.50%,,,,
1913.04,8.79,0.48,0.68,9.80,1913.29,4.38,256.20,13.99," 	2,111.31 ",19.72, 	162.54 ,12.43,,15.74,,5.25%,1.01,6.93,1.22%,-0.93%,2.15%,,,,
1913.05,8.55,0.48,0.67,9.70,1913.37,4.35,251.78,14.13," 	2,084.54 ",19.75, 	163.55 ,12.22,,15.49,,5.54%,1.01,7.04,0.91%,-1.03%,1.94%,,,,
1913.06,8.12,0.48,0.67,9.80,1913.46,4.33,236.67,13.99," 	1,969.16 ",19.38, 	161.27 ,11.49,,14.58,,6.19%,1.01,7.01,1.09%,-0.99%,2.08%,,,,
1913.07,8.23,0.48,0.66,9.90,1913.54,4.31,237.46,13.85," 	1,985.27 ",19.02, 	159.01 ,11.53,,14.65,,6.29%,1.01,6.98,0.60%,-1.00%,1.60%,,,,
1913.08,8.45,0.48,0.65,9.90,1913.62,4.28,243.81,13.85," 	2,047.99 ",18.85, 	158.34 ,11.85,,15.06,,6.08%,1.01,7.02,0.45%,-0.95%,1.39%,,,,
1913.09,8.53,0.48,0.65,10.00,1913.71,4.26,243.65,13.71," 	2,056.31 ",18.50, 	156.09 ,11.84,,15.07,,6.10%,1.01,6.98,0.46%,-0.90%,1.37%,,,,
1913.1,8.26,0.48,0.64,10.00,1913.79,4.23,235.94,13.71," 	2,000.86 ",18.33, 	155.44 ,11.47,,14.61,,6.51%,1.01,7.02,0.59%,-0.96%,1.55%,,,,
1913.11,8.05,0.48,0.64,10.10,1913.87,4.21,227.67,13.58," 	1,940.28 ",17.98, 	153.25 ,11.07,,14.12,,7.07%,1.01,6.99,1.25%,-0.86%,2.11%,,,,
1913.12,8.04,0.48,0.63,10.00,1913.96,4.18,229.66,13.71," 	1,966.98 ",18.00, 	154.13 ,11.17,,14.27,,6.91%,1.01,7.10,1.50%,-0.96%,2.46%,,,,
1914.01,8.37,0.48,0.62,10.00,1914.04,4.16,239.08,13.57," 	2,057.40 ",17.73, 	152.60 ,11.64,,14.88,,6.34%,1.00,7.14,1.42%,-0.96%,2.38%,,,,
1914.02,8.48,0.47,0.61,9.90,1914.12,4.17,244.67,13.56," 	2,115.22 ",17.65, 	152.58 ,11.91,,15.24,,5.80%,1.00,7.23,1.29%,-0.99%,2.28%,,,,
1914.03,8.32,0.47,0.60,9.90,1914.21,4.17,240.05,13.42," 	2,084.98 ",17.38, 	150.99 ,11.69,,14.97,,6.07%,1.00,7.25,1.35%,-0.91%,2.27%,,,,
1914.04,8.12,0.46,0.59,9.80,1914.29,4.18,236.67,13.41," 	2,065.33 ",17.29, 	150.91 ,11.52,,14.78,,6.20%,1.00,7.35,1.33%,-0.94%,2.26%,,,,
1914.05,8.17,0.46,0.58,9.90,1914.37,4.19,235.73,13.13," 	2,066.60 ",16.86, 	147.77 ,11.48,,14.74,,6.57%,1.00,7.30,1.34%,-0.82%,2.16%,,,,
1914.06,8.13,0.45,0.58,9.90,1914.46,4.19,234.57,12.98," 	2,065.97 ",16.59, 	146.12 ,11.43,,14.69,,6.60%,1.00,7.32,1.58%,-0.80%,2.39%,,,,
1914.07,7.68,0.45,0.57,10.00,1914.54,4.20,219.37,12.71," 	1,941.43 ",16.16, 	143.03 ,10.69,,13.77,,7.30%,1.00,7.26,2.67%,-0.74%,3.42%,,,,
1914.08,7.68,0.44,0.56,10.20,1914.62,4.21,215.07,12.32," 	1,912.45 ",15.59, 	138.63 ,10.49,,13.53,,7.55%,1.00,7.14,3.29%,-0.47%,3.76%,,,,
1914.09,7.68,0.44,0.55,10.20,1914.71,4.21,215.07,12.18," 	1,921.47 ",15.33, 	136.98 ,10.50,,13.56,,7.42%,1.00,7.16,3.13%,-0.51%,3.64%,,,,
1914.1,7.68,0.43,0.54,10.10,1914.79,4.22,217.20,12.16," 	1,949.55 ",15.22, 	136.65 ,10.61,,13.72,,7.21%,1.00,7.26,2.84%,-0.65%,3.49%,,,,
1914.11,7.68,0.43,0.53,10.20,1914.87,4.23,215.07,11.90," 	1,939.34 ",14.82, 	133.63 ,10.52,,13.62,,7.16%,1.00,7.21,3.50%,-0.54%,4.04%,,,,
1914.12,7.35,0.42,0.52,10.10,1914.96,4.23,207.87,11.88," 	1,883.31 ",14.71, 	133.24 ,10.17,,13.19,,7.38%,1.00,7.30,4.34%,-0.68%,5.01%,,,,
1915.01,7.48,0.42,0.55,10.10,1915.04,4.24,211.54,11.90," 	1,925.61 ",15.55, 	141.59 ,10.36,,13.46,,7.19%,1.00,7.32,4.57%,-0.66%,5.23%,,,,
1915.02,7.38,0.42,0.58,10.00,1915.12,4.22,210.80,12.05," 	1,928.00 ",16.57, 	151.52 ,10.33,,13.44,,7.13%,1.00,7.43,4.75%,-0.71%,5.46%,,,,
1915.03,7.57,0.42,0.61,9.90,1915.21,4.21,218.42,12.19," 	2,006.90 ",17.60, 	161.72 ,10.71,,13.94,,6.82%,1.00,7.54,4.04%,-0.87%,4.91%,,,,
1915.04,8.14,0.42,0.64,10.00,1915.29,4.19,232.51,12.09," 	2,145.70 ",18.28, 	168.70 ,11.40,,14.86,,6.37%,1.00,7.50,3.35%,-0.71%,4.06%,,,,
1915.05,7.95,0.42,0.67,10.10,1915.37,4.18,224.84,12.00," 	2,084.09 ",18.95, 	175.64 ,11.03,,14.38,,6.90%,1.00,7.46,3.96%,-0.67%,4.64%,,,,
1915.06,8.04,0.43,0.70,10.10,1915.46,4.16,227.38,12.02," 	2,116.97 ",19.80, 	184.31 ,11.15,,14.55,,6.81%,1.00,7.50,3.91%,-0.79%,4.70%,,,,
1915.07,8.01,0.43,0.73,10.10,1915.54,4.15,226.53,12.04," 	2,118.41 ",20.65, 	193.06 ,11.11,,14.50,,6.86%,1.00,7.54,4.12%,-0.91%,5.03%,,,,
1915.08,8.35,0.43,0.76,10.10,1915.62,4.13,236.15,12.07," 	2,217.74 ",21.49, 	201.85 ,11.58,,15.11,,6.40%,1.00,7.57,3.83%,-0.91%,4.74%,,,,
1915.09,8.66,0.43,0.79,10.10,1915.71,4.11,244.92,12.09," 	2,309.53 ",22.34, 	210.68 ,12.01,,15.66,,6.22%,1.00,7.61,3.69%,-0.92%,4.60%,,,,
1915.1,9.14,0.43,0.82,10.20,1915.79,4.10,255.96,11.99," 	2,423.07 ",22.96, 	217.39 ,12.55,,16.35,,5.98%,1.00,7.57,3.57%,-0.82%,4.39%,,,,
1915.11,9.46,0.43,0.85,10.30,1915.87,4.08,262.35,11.90," 	2,492.95 ",23.57, 	224.00 ,12.86,,16.74,,5.79%,1.00,7.53,3.46%,-0.90%,4.35%,,,,
1915.12,9.48,0.43,0.88,10.30,1915.96,4.07,262.90,11.92," 	2,507.66 ",24.40, 	232.78 ,12.88,,16.75,,5.68%,1.00,7.56,3.66%,-0.84%,4.51%,,,,
1916.01,9.33,0.44,0.93,10.40,1916.04,4.05,256.25,12.11," 	2,453.88 ",25.66, 	245.70 ,12.54,,16.30,,6.00%,1.00,7.53,4.09%,-0.75%,4.84%,,,,
1916.02,9.20,0.45,0.99,10.40,1916.12,4.07,252.68,12.41," 	2,429.58 ",27.14, 	261.00 ,12.35,,16.03,,6.11%,1.00,7.54,4.25%,-0.72%,4.97%,,,,
1916.03,9.17,0.46,1.04,10.50,1916.21,4.08,249.46,12.58," 	2,408.68 ",28.35, 	273.70 ,12.18,,15.79,,6.31%,1.00,7.49,3.71%,-0.54%,4.25%,,,,
1916.04,9.07,0.47,1.10,10.60,1916.29,4.10,244.41,12.75," 	2,370.20 ",29.56, 	286.67 ,11.91,,15.42,,6.57%,1.00,7.43,3.58%,-0.47%,4.04%,,,,
1916.05,9.27,0.48,1.15,10.70,1916.37,4.11,247.47,12.93," 	2,410.27 ",30.73, 	299.27 ,12.03,,15.55,,6.46%,1.00,7.38,3.58%,-0.28%,3.86%,,,,
1916.06,9.36,0.50,1.21,10.80,1916.46,4.13,247.56,13.09," 	2,421.76 ",31.87, 	311.78 ,12.00,,15.49,,6.56%,1.00,7.33,4.12%,-0.10%,4.22%,,,,
1916.07,9.23,0.51,1.26,10.80,1916.54,4.14,244.12,13.38," 	2,399.03 ",33.30, 	327.24 ,11.79,,15.21,,7.04%,1.00,7.34,4.81%,0.04%,4.77%,,,,
1916.08,9.30,0.52,1.31,10.90,1916.62,4.16,243.71,13.54," 	2,406.14 ",34.41, 	339.71 ,11.73,,15.11,,6.93%,1.00,7.29,5.29%,0.22%,5.07%,,,,
1916.09,9.68,0.53,1.37,11.10,1916.71,4.17,249.10,13.57," 	2,470.50 ",35.20, 	349.14 ,11.94,,15.36,,6.83%,1.00,7.18,5.16%,0.38%,4.78%,,,,
1916.1,9.98,0.54,1.42,11.30,1916.79,4.19,252.27,13.61," 	2,513.23 ",35.95, 	358.10 ,12.05,,15.46,,6.70%,1.00,7.07,4.72%,0.53%,4.20%,,,,
1916.11,10.21,0.55,1.48,11.50,1916.87,4.20,253.60,13.64," 	2,537.76 ",36.66, 	366.87 ,12.05,,15.44,,6.75%,1.00,6.96,4.74%,0.68%,4.07%,,,,
1916.12,9.80,0.56,1.53,11.60,1916.96,4.22,241.32,13.79," 	2,426.35 ",37.68, 	378.81 ,11.41,,14.60,,7.18%,1.00,6.91,5.50%,0.79%,4.70%,,,,
1917.01,9.57,0.57,1.51,11.70,1917.04,4.23,233.64,13.94," 	2,360.83 ",36.84, 	372.26 ,10.99,,14.04,,7.70%,1.00,6.87,5.88%,1.02%,4.86%,,,,
1917.02,9.03,0.58,1.49,12.00,1917.12,4.26,214.95,13.85," 	2,183.59 ",35.42, 	359.82 ,10.06,,12.84,,8.55%,1.00,6.71,7.02%,1.35%,5.67%,,,,
1917.03,9.31,0.59,1.47,12.00,1917.21,4.29,221.61,14.10," 	2,263.23 ",34.94, 	356.87 ,10.33,,13.17,,8.38%,1.00,6.72,6.91%,1.43%,5.48%,,,,
1917.04,9.17,0.60,1.45,12.60,1917.29,4.32,207.88,13.68," 	2,134.69 ",32.80, 	336.85 ,9.64,,12.29,,9.54%,1.00,6.40,7.84%,1.94%,5.90%,,,,
1917.05,8.86,0.61,1.43,12.80,1917.37,4.34,197.72,13.71," 	2,042.02 ",31.82, 	328.66 ,9.14,,11.65,,10.03%,1.00,6.31,8.67%,2.06%,6.61%,,,,
1917.06,9.04,0.63,1.41,13.00,1917.46,4.37,198.63,13.73," 	2,063.28 ",30.87, 	320.68 ,9.15,,11.67,,10.04%,1.00,6.22,8.62%,2.12%,6.50%,,,,
1917.07,8.79,0.64,1.38,12.80,1917.54,4.40,196.16,14.19," 	2,049.84 ",30.89, 	322.75 ,9.00,,11.49,,10.03%,1.00,6.33,9.16%,2.15%,7.01%,,,,
1917.08,8.53,0.65,1.36,13.00,1917.62,4.43,187.43,14.21," 	1,970.98 ",29.95, 	314.94 ,8.57,,10.95,,10.72%,1.00,6.24,10.26%,2.38%,7.88%,,,,
1917.09,8.12,0.66,1.34,13.30,1917.71,4.46,174.39,14.12," 	1,846.30 ",28.84, 	305.37 ,7.95,,10.17,,11.84%,1.00,6.11,11.58%,2.57%,9.01%,,,,
1917.1,7.68,0.67,1.32,13.50,1917.79,4.49,162.50,14.14," 	1,732.86 ",27.97, 	298.29 ,7.39,,9.47,,12.82%,1.00,6.03,12.09%,2.68%,9.42%,,,,
1917.11,7.04,0.68,1.30,13.50,1917.87,4.51,148.96,14.37," 	1,601.23 ",27.53, 	295.91 ,6.75,,8.69,,14.50%,1.00,6.04,13.34%,2.75%,10.59%,,,,
1917.12,6.80,0.69,1.28,13.70,1917.96,4.54,141.78,14.39," 	1,536.95 ",26.69, 	289.31 ,6.41,,8.28,,15.63%,1.00,5.96,14.12%,2.92%,11.20%,,,,
1918.01,7.21,0.68,1.26,14.00,1918.04,4.57,147.11,13.87," 	1,607.23 ",25.63, 	279.98 ,6.64,,8.60,,15.41%,1.00,5.84,13.69%,3.15%,10.54%,,,,
1918.02,7.43,0.67,1.23,14.10,1918.12,4.56,150.52,13.57," 	1,656.88 ",24.96, 	274.73 ,6.78,,8.81,,15.29%,1.00,5.82,13.39%,3.31%,10.07%,,,,
1918.03,7.28,0.66,1.21,14.00,1918.21,4.56,148.53,13.47," 	1,647.38 ",24.65, 	273.36 ,6.69,,8.70,,15.44%,1.00,5.89,14.09%,3.20%,10.88%,,,,
1918.04,7.21,0.65,1.18,14.20,1918.29,4.55,145.03,13.08," 	1,620.65 ",23.80, 	265.91 ,6.52,,8.51,,15.85%,1.00,5.83,15.01%,3.31%,11.70%,,,,
1918.05,7.44,0.64,1.16,14.50,1918.37,4.55,146.56,12.61," 	1,649.48 ",22.83, 	256.96 ,6.58,,8.61,,15.94%,1.00,5.73,15.13%,3.44%,11.70%,,,,
1918.06,7.45,0.63,1.14,14.70,1918.46,4.54,144.76,12.24," 	1,640.71 ",22.05, 	249.96 ,6.50,,8.52,,16.29%,1.00,5.68,14.72%,3.60%,11.12%,,,,
1918.07,7.51,0.62,1.11,15.10,1918.54,4.54,142.06,11.73," 	1,621.19 ",21.02, 	239.83 ,6.37,,8.38,,16.76%,1.00,5.55,14.99%,3.85%,11.14%,,,,
1918.08,7.58,0.61,1.09,15.40,1918.62,4.53,140.60,11.31," 	1,615.18 ",20.16, 	231.62 ,6.30,,8.31,,17.15%,1.00,5.47,15.44%,4.02%,11.42%,,,,
1918.09,7.54,0.60,1.06,15.70,1918.71,4.52,137.18,10.92," 	1,586.41 ",19.34, 	223.65 ,6.15,,8.12,,17.76%,1.00,5.39,16.33%,4.07%,12.27%,,,,
1918.1,7.86,0.59,1.04,16.00,1918.79,4.52,140.32,10.53," 	1,632.88 ",18.53, 	215.64 ,6.29,,8.33,,17.48%,1.00,5.31,16.34%,4.29%,12.05%,,,,
1918.11,8.06,0.58,1.01,16.30,1918.87,4.51,141.24,10.16," 	1,653.47 ",17.77, 	208.02 ,6.33,,8.40,,17.46%,1.00,5.23,16.99%,4.45%,12.54%,,,,
1918.12,7.90,0.57,0.99,16.50,1918.96,4.51,136.76,9.87," 	1,610.63 ",17.14, 	201.84 ,6.13,,8.15,,18.00%,1.00,5.19,17.45%,4.61%,12.84%,,,,
1919.01,7.85,0.57,0.99,16.50,1919.04,4.50,135.90,9.81," 	1,610.06 ",17.05, 	202.03 ,6.10,,8.12,,18.21%,1.00,5.21,18.33%,4.58%,13.75%,,,,
1919.02,7.88,0.56,0.98,16.20,1919.12,4.54,138.94,9.93," 	1,655.95 ",17.28, 	205.94 ,6.24,,8.33,,17.50%,1.00,5.31,18.09%,4.43%,13.66%,,,,
1919.03,8.12,0.56,0.98,16.40,1919.21,4.58,141.43,9.75," 	1,695.26 ",16.98, 	203.56 ,6.36,,8.50,,17.29%,1.00,5.25,18.12%,4.67%,13.45%,,,,
1919.04,8.39,0.56,0.97,16.70,1919.29,4.62,143.51,9.52," 	1,729.68 ",16.59, 	199.97 ,6.46,,8.65,,16.98%,1.00,5.16,17.92%,4.96%,12.95%,,,,
1919.05,8.97,0.55,0.97,16.90,1919.37,4.66,151.61,9.35," 	1,836.76 ",16.31, 	197.60 ,6.83,,9.16,,16.11%,1.00,5.10,17.35%,5.07%,12.28%,,,,
1919.06,9.21,0.55,0.96,16.90,1919.46,4.70,155.67,9.30," 	1,895.29 ",16.23, 	197.55 ,7.02,,9.43,,15.57%,1.00,5.11,17.17%,5.06%,12.11%,,,,
1919.07,9.51,0.55,0.96,17.40,1919.54,4.74,156.12,8.97," 	1,909.89 ",15.68, 	191.79 ,7.05,,9.48,,15.77%,1.00,4.96,17.98%,5.29%,12.69%,,,,
1919.08,8.87,0.54,0.95,17.70,1919.62,4.77,143.14,8.77," 	1,760.11 ",15.33, 	188.51 ,6.48,,8.71,,17.06%,1.00,4.88,19.64%,5.51%,14.13%,,,,
1919.09,9.01,0.54,0.95,17.80,1919.71,4.81,144.59,8.67," 	1,786.72 ",15.16, 	187.40 ,6.56,,8.83,,16.79%,1.00,4.86,19.96%,5.61%,14.34%,,,,
1919.1,9.47,0.54,0.94,18.10,1919.79,4.85,149.45,8.47," 	1,855.54 ",14.83, 	184.18 ,6.79,,9.15,,16.19%,1.00,4.79,18.21%,5.83%,12.38%,,,,
1919.11,9.19,0.53,0.94,18.50,1919.87,4.89,141.89,8.23," 	1,770.26 ",14.44, 	180.11 ,6.47,,8.72,,17.03%,1.00,4.69,15.21%,6.11%,9.11%,,,,
1919.12,8.92,0.53,0.93,18.90,1919.96,4.93,134.81,8.01," 	1,690.22 ",14.06, 	176.22 ,6.16,,8.32,,17.88%,1.00,4.59,16.31%,6.44%,9.88%,,,,
1920.01,8.83,0.53,0.92,19.30,1920.04,4.97,130.68,7.82," 	1,646.65 ",13.60, 	171.42 ,5.99,,8.09,,18.63%,1.00,4.50,16.90%,6.76%,10.13%,,,,
1920.02,8.10,0.53,0.91,19.50,1920.12,4.98,118.65,7.72," 	1,503.13 ",13.31, 	168.55 ,5.46,,7.38,,20.37%,1.00,4.47,18.80%,6.93%,11.87%,,,,
1920.03,8.67,0.53,0.90,19.70,1920.21,4.99,125.71,7.61," 	1,600.61 ",13.01, 	165.69 ,5.80,,7.86,,19.18%,1.00,4.44,18.60%,7.09%,11.51%,,,,
1920.04,8.60,0.52,0.89,20.30,1920.29,5.00,121.01,7.36," 	1,548.57 ",12.48, 	159.66 ,5.60,,7.60,,20.00%,1.00,4.32,19.70%,7.34%,12.36%,,,,
1920.05,8.06,0.52,0.88,20.60,1920.37,5.01,111.76,7.23," 	1,437.91 ",12.14, 	156.24 ,5.19,,7.05,,21.77%,1.00,4.27,19.96%,7.55%,12.41%,,,,
1920.06,7.92,0.52,0.87,20.90,1920.46,5.02,108.24,7.11," 	1,400.28 ",11.82, 	152.93 ,5.04,,6.86,,22.57%,1.00,4.23,19.12%,7.76%,11.36%,,,,
1920.07,7.91,0.52,0.85,20.80,1920.54,5.03,108.63,7.12," 	1,412.90 ",11.73, 	152.58 ,5.08,,6.93,,22.36%,1.00,4.26,18.94%,7.82%,11.12%,,,,
1920.08,7.60,0.52,0.84,20.30,1920.62,5.04,106.94,7.27," 	1,398.85 ",11.87, 	155.22 ,5.02,,6.86,,22.43%,1.00,4.38,19.03%,7.61%,11.41%,,,,
1920.09,7.87,0.52,0.83,20.00,1920.71,5.05,112.40,7.36," 	1,478.29 ",11.89, 	156.38 ,5.30,,7.25,,21.33%,1.00,4.46,18.34%,7.38%,10.96%,,,,
1920.1,7.88,0.51,0.82,19.90,1920.79,5.06,113.11,7.37," 	1,495.68 ",11.79, 	155.96 ,5.35,,7.33,,21.39%,1.00,4.50,16.59%,7.38%,9.21%,,,,
1920.11,7.48,0.51,0.81,19.80,1920.87,5.07,107.91,7.38," 	1,435.06 ",11.70, 	155.55 ,5.13,,7.04,,22.37%,1.00,4.54,16.32%,7.38%,8.94%,,,,
1920.12,6.81,0.51,0.80,19.40,1920.96,5.08,100.27,7.51," 	1,341.78 ",11.78, 	157.62 ,4.78,,6.58,,23.53%,1.00,4.65,16.57%,7.35%,9.23%,,,,
1921.01,7.11,0.51,0.76,19.00,1921.04,5.09,106.89,7.60," 	1,438.86 ",11.39, 	153.30 ,5.12,,7.06,,21.92%,1.01,4.76,16.31%,7.25%,9.06%,,,,
1921.02,7.06,0.50,0.72,18.40,1921.12,5.02,109.60,7.79," 	1,484.07 ",11.10, 	150.30 ,5.27,,7.29,,21.41%,1.01,4.96,17.01%,6.94%,10.07%,,,,
1921.03,6.88,0.50,0.67,18.30,1921.21,4.96,107.39,7.77," 	1,462.90 ",10.50, 	142.99 ,5.19,,7.19,,21.61%,1.01,5.04,17.53%,6.86%,10.67%,,,,
1921.04,6.91,0.49,0.63,18.10,1921.29,4.89,109.05,7.78," 	1,494.35 ",9.94, 	136.24 ,5.30,,7.35,,21.52%,1.01,5.14,16.24%,6.72%,9.53%,,,,
1921.05,7.12,0.49,0.59,17.70,1921.37,4.83,114.90,7.89," 	1,583.58 ",9.48, 	130.67 ,5.61,,7.80,,20.30%,1.01,5.31,14.61%,6.52%,8.09%,,,,
1921.06,6.55,0.49,0.55,17.60,1921.46,4.76,106.30,7.87," 	1,474.12 ",8.85, 	122.66 ,5.22,,7.27,,21.64%,1.01,5.39,15.27%,6.51%,8.76%,,,,
1921.07,6.53,0.48,0.50,17.70,1921.54,4.70,105.38,7.76," 	1,470.28 ",8.11, 	113.14 ,5.20,,7.26,,21.72%,1.01,5.40,15.74%,6.48%,9.26%,,,,
1921.08,6.45,0.48,0.46,17.70,1921.62,4.63,104.09,7.69," 	1,461.21 ",7.42, 	104.21 ,5.16,,7.23,,21.59%,1.01,5.45,15.52%,6.39%,9.13%,,,,
1921.09,6.61,0.47,0.42,17.50,1921.71,4.56,107.89,7.71," 	1,523.60 ",6.81, 	96.23 ,5.38,,7.55,,20.64%,1.01,5.57,13.34%,6.25%,7.09%,,,,
1921.1,6.70,0.47,0.38,17.50,1921.79,4.50,109.36,7.64," 	1,553.34 ",6.12, 	86.94 ,5.48,,7.71,,20.36%,1.01,5.62,11.66%,6.23%,5.43%,,,,
1921.11,7.06,0.46,0.33,17.40,1921.87,4.43,115.90,7.62," 	1,655.23 ",5.46, 	77.96 ,5.84,,8.24,,19.35%,1.01,5.70,11.33%,6.22%,5.11%,,,,
1921.12,7.31,0.46,0.29,17.30,1921.96,4.37,120.70,7.60," 	1,732.79 ",4.79, 	68.74 ,6.11,,8.65,,18.70%,1.01,5.78,8.71%,6.15%,2.56%,,,,
1922.01,7.30,0.46,0.32,16.90,1922.04,4.30,123.38,7.85," 	1,780.76 ",5.46, 	78.87 ,6.29,,8.92,,17.95%,1.00,5.97,8.54%,6.03%,2.51%,,,,
1922.02,7.46,0.47,0.36,16.90,1922.12,4.31,126.09,7.92," 	1,829.31 ",6.03, 	87.47 ,6.46,,9.19,,17.41%,1.00,5.99,8.39%,6.21%,2.18%,,,,
1922.03,7.74,0.47,0.39,16.70,1922.21,4.31,132.39,8.08," 	1,930.47 ",6.67, 	97.27 ,6.82,,9.72,,16.24%,1.00,6.08,8.01%,6.18%,1.82%,,,,
1922.04,8.21,0.48,0.42,16.70,1922.29,4.32,140.43,8.15," 	2,057.60 ",7.24, 	106.09 ,7.27,,10.38,,15.01%,1.00,6.10,4.59%,6.28%,-1.69%,,,,
1922.05,8.53,0.48,0.46,16.70,1922.37,4.32,145.90,8.22," 	2,147.84 ",7.81, 	115.00 ,7.59,,10.85,,14.43%,1.00,6.12,3.05%,6.46%,-3.42%,,,,
1922.06,8.45,0.49,0.49,16.70,1922.46,4.33,144.53,8.30," 	2,137.88 ",8.38, 	123.97 ,7.56,,10.82,,14.59%,1.00,6.14,1.81%,6.57%,-4.76%,,,,
1922.07,8.51,0.49,0.52,16.80,1922.54,4.33,144.69,8.32," 	2,150.49 ",8.90, 	132.24 ,7.60,,10.89,,14.57%,1.00,6.13,2.36%,6.65%,-4.30%,,,,
1922.08,8.83,0.49,0.56,16.60,1922.62,4.34,151.94,8.49," 	2,268.76 ",9.58, 	143.04 ,8.02,,11.50,,13.65%,1.00,6.22,6.19%,6.63%,-0.44%,,,,
1922.09,9.06,0.50,0.59,16.60,1922.71,4.34,155.90,8.56," 	2,338.50 ",10.15, 	152.29 ,8.27,,11.86,,13.17%,1.00,6.24,7.00%,6.73%,0.27%,,,,
1922.1,9.26,0.50,0.62,16.70,1922.79,4.35,158.39,8.58," 	2,386.54 ",10.66, 	160.64 ,8.43,,12.11,,12.99%,1.00,6.22,5.35%,6.90%,-1.55%,,,,
1922.11,8.80,0.51,0.66,16.80,1922.87,4.35,149.62,8.60," 	2,265.29 ",11.17, 	169.05 ,8.00,,11.49,,13.69%,1.00,6.20,5.95%,7.07%,-1.12%,,,,
